,Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TransformedPrice
352,353,50,4,9084,1,2,1,3,0,0,1,14,2,6,1,4,5,6,1941,1950,0,5,12,12,3,0.0,0,2,2,3,0,0,4,236,3,380,0,616,3,2,0,4,616,495,0,1111,0,1,1,0,3,1,0,5,5,0,2,6,1941.0,1,1,200,3,0,2,48,0,0,0,0,0,3,1,0,0,3,2008,1,0,95000,11.461632170582678
353,354,30,1,8520,1,2,1,3,0,0,1,17,7,6,1,6,6,8,1928,2003,0,5,12,12,3,0.0,0,1,3,3,3,3,5,0,5,0,624,624,3,1,1,4,720,0,0,720,0,0,1,0,2,1,0,5,5,0,2,6,2005.0,1,2,484,3,3,2,106,0,0,0,0,0,3,1,0,0,5,2010,2,0,105900,11.570250531589497
354,355,50,4,8400,1,2,1,2,0,0,1,5,7,6,1,4,6,5,1940,2000,0,5,5,6,3,0.0,0,2,2,3,3,3,4,388,5,0,552,940,3,4,1,4,1192,403,0,1595,0,0,1,0,2,1,0,6,5,2,1,0,1940.0,1,1,240,3,3,2,0,0,108,0,0,0,3,1,0,0,6,2006,2,0,140000,11.84939770159144
355,356,20,4,11249,1,2,2,3,0,0,1,23,7,6,1,6,6,5,1995,1995,0,5,12,12,3,0.0,3,1,0,1,1,3,1,334,0,544,322,1200,3,4,1,4,1200,0,0,1200,1,0,2,0,3,1,3,6,5,0,2,0,1995.0,0,2,521,3,3,2,0,26,0,0,0,0,3,1,0,0,8,2007,2,0,177500,12.086725887897607
356,357,20,4,9248,1,2,3,3,0,0,1,19,7,6,1,6,6,6,1992,1992,0,5,2,2,0,106.0,0,2,0,1,3,3,6,560,5,0,598,1158,3,1,1,4,1167,0,0,1167,1,0,2,0,3,1,3,6,5,0,2,0,1992.0,0,2,400,3,3,2,120,26,0,0,0,0,3,1,0,0,7,2009,2,0,173000,12.061046873479915
357,358,120,1,4224,1,2,1,3,0,0,1,11,7,6,4,6,5,5,1976,1976,0,5,10,0,3,0.0,0,2,0,1,3,3,1,874,5,0,268,1142,3,2,1,4,1142,0,0,1142,1,0,1,1,3,1,0,6,5,1,4,0,1976.0,3,2,528,3,3,2,536,90,0,0,0,0,3,3,0,0,8,2007,2,0,134000,11.805595078933049
358,359,80,4,6930,1,2,3,3,0,0,1,10,7,6,1,7,5,4,1958,1958,2,5,5,4,0,120.0,0,2,2,3,3,4,0,300,3,294,468,1062,3,4,1,0,1352,0,0,1352,0,1,1,0,3,1,3,6,4,0,2,4,1958.0,1,1,288,3,3,2,168,0,294,0,0,0,3,1,0,0,7,2006,2,3,130000,11.77528972943772
359,360,60,4,12011,1,2,3,3,0,4,1,16,7,6,1,3,8,5,1998,1998,0,5,12,12,0,530.0,3,2,0,1,3,4,6,956,5,0,130,1086,3,4,1,4,1086,838,0,1924,1,0,2,1,3,1,3,7,5,1,3,0,1998.0,0,2,592,3,3,2,208,75,0,0,374,0,3,1,0,0,6,2006,2,0,280000,12.542544882151386
360,361,85,4,7540,1,2,3,3,0,4,1,9,7,6,1,0,6,6,1978,1978,0,5,12,12,3,0.0,0,2,2,1,3,4,6,773,5,0,115,888,3,4,1,4,912,0,0,912,1,0,1,0,2,1,0,5,5,1,3,0,1978.0,0,2,470,3,3,2,0,0,0,0,192,0,3,3,0,0,6,2007,2,0,156000,11.957611286231675
361,362,50,4,9144,1,1,1,3,0,0,1,8,7,6,1,4,5,5,1940,1982,0,5,6,6,3,0.0,0,2,2,3,3,3,3,399,5,0,484,883,3,1,1,4,988,517,0,1505,1,0,1,0,3,1,0,8,5,0,2,6,1940.0,1,1,240,3,3,0,0,0,0,0,0,0,3,1,0,0,7,2008,2,0,145000,11.884489021402711
362,363,85,4,7301,1,2,1,3,0,3,1,14,7,6,1,0,7,5,2003,2003,0,5,2,2,0,500.0,3,2,4,2,2,2,2,0,2,0,0,0,3,4,1,4,495,1427,0,1922,0,0,3,0,4,1,3,7,5,1,5,4,2003.0,0,2,672,3,3,2,0,0,177,0,0,0,3,1,0,0,7,2009,8,0,198500,12.198544379109382
363,364,160,1,1680,1,2,1,3,0,0,1,13,7,6,2,3,6,8,1972,2007,0,5,2,2,0,510.0,0,2,2,3,3,3,1,162,5,0,321,483,3,1,1,4,483,504,0,987,0,0,1,1,2,1,3,5,5,0,2,6,1972.0,1,1,264,3,3,2,250,0,0,0,0,0,3,1,0,0,5,2009,2,0,118000,11.678439903447801
364,365,60,4,18800,1,2,3,3,0,2,1,18,7,6,1,3,6,5,1976,1976,0,5,2,2,0,120.0,0,2,0,1,3,0,6,712,5,0,84,796,3,2,1,4,790,784,0,1574,1,0,2,1,3,1,0,6,5,1,3,0,1976.0,3,2,566,3,3,2,306,111,0,0,0,0,3,1,0,0,7,2006,2,0,190000,12.154779351142624
365,366,70,1,10690,1,2,1,3,0,0,1,20,7,6,1,3,5,7,1920,1997,2,5,12,12,3,0.0,0,1,2,3,0,3,3,456,5,0,216,672,3,1,1,3,672,672,0,1344,0,0,1,0,3,1,0,6,5,0,2,6,1964.0,1,1,468,3,0,2,0,128,218,0,0,0,3,1,0,0,7,2009,2,0,147000,11.898187865760873
366,367,20,4,9500,1,2,3,3,0,0,1,0,7,6,1,6,6,5,1963,1963,0,5,14,15,0,247.0,0,2,2,1,3,3,0,609,5,0,785,1394,3,1,1,4,1394,0,0,1394,1,0,1,1,3,1,0,6,5,2,1,0,1963.0,0,2,514,3,3,2,0,76,0,0,185,0,3,1,0,0,7,2009,2,0,159000,11.976659481202368
367,368,80,4,9150,1,2,3,3,0,3,1,0,7,6,1,7,6,5,1962,1962,0,0,14,15,0,305.0,0,2,2,1,3,1,6,371,5,0,728,1099,3,1,1,4,1431,0,0,1431,0,1,1,0,3,1,0,6,5,1,1,1,1962.0,0,1,296,3,3,2,64,110,0,0,0,0,3,1,0,0,12,2008,2,0,165000,12.013700752882718
368,369,20,4,7800,1,2,1,3,0,0,1,0,7,6,1,6,5,6,1954,1954,0,5,2,2,0,200.0,0,2,0,3,3,3,4,540,5,0,728,1268,3,1,1,4,1268,0,0,1268,0,0,1,0,2,1,0,7,5,1,1,0,1954.0,3,1,244,3,3,2,0,98,0,0,0,0,3,1,0,0,3,2010,2,0,132000,11.790557201568507
369,370,20,4,9830,1,2,3,3,0,3,1,0,7,6,1,6,5,7,1959,2006,0,5,5,5,3,0.0,0,1,2,3,3,3,1,72,3,258,733,1063,3,4,1,4,1287,0,0,1287,1,0,1,0,3,1,3,7,5,1,1,6,1997.0,3,2,576,3,3,2,364,17,0,0,182,0,3,1,0,0,3,2010,2,0,162000,11.99535161421452
370,371,60,4,8121,1,2,3,3,0,0,1,19,7,6,1,3,6,5,2000,2000,0,5,12,12,3,0.0,0,2,0,1,3,3,5,0,5,0,953,953,3,4,1,4,953,711,0,1664,0,0,2,1,3,1,0,7,5,1,3,0,2000.0,0,2,460,3,3,2,100,40,0,0,0,0,3,1,0,0,1,2006,2,0,172400,12.05757263721173
371,372,50,4,17120,1,2,1,3,0,0,1,10,3,6,1,4,4,4,1959,1959,0,5,11,15,3,0.0,0,2,2,2,2,2,2,0,2,0,0,0,3,2,1,4,1120,468,0,1588,0,0,2,0,4,1,0,7,4,1,1,6,1991.0,3,2,680,3,3,0,0,59,0,0,0,0,3,1,0,0,7,2008,2,0,134432,11.808813773969108
372,373,120,4,7175,1,2,1,3,0,0,1,2,7,6,4,6,6,5,1984,1984,0,5,14,15,3,0.0,0,2,2,1,3,3,1,623,4,121,0,744,3,2,1,4,752,0,0,752,1,0,1,0,2,1,0,4,5,0,2,0,1984.0,1,1,264,3,3,2,353,0,0,0,90,0,3,3,0,0,2,2010,2,0,125000,11.736069016284437
373,374,20,4,10634,1,2,1,3,0,0,1,0,7,6,1,6,5,6,1953,1953,0,5,6,6,3,0.0,0,2,0,3,3,3,0,428,4,180,0,608,3,2,1,4,1319,0,0,1319,1,0,1,0,3,1,0,5,4,0,2,0,1953.0,1,1,270,3,3,2,66,0,0,0,0,0,3,0,0,0,11,2009,2,0,123000,11.719939634354555
374,375,60,4,8200,1,2,1,3,0,0,1,23,7,6,1,3,7,5,2003,2004,0,5,12,12,3,0.0,3,2,0,1,3,3,5,0,5,0,847,847,3,4,1,4,847,1081,0,1928,0,0,2,1,4,1,3,8,5,1,1,4,2003.0,3,2,434,3,3,2,100,48,0,0,0,0,3,1,0,0,7,2007,2,0,219500,12.299107511497363
375,376,30,4,10020,1,2,3,1,0,0,0,14,7,6,1,6,1,1,1922,1950,0,5,5,5,3,0.0,1,0,3,0,4,1,0,350,5,0,333,683,3,1,0,3,904,0,0,904,1,0,0,1,1,1,1,4,3,0,2,2,1980.0,2,0,0,2,2,2,0,0,0,0,0,0,3,1,0,0,3,2009,2,0,61000,11.018629143155449
376,377,85,4,8846,1,2,3,3,0,4,1,23,7,6,1,0,5,5,1996,1996,0,5,12,12,3,0.0,3,2,0,1,3,4,6,298,5,0,572,870,3,4,1,4,914,0,0,914,0,0,1,0,2,1,0,5,5,0,2,6,1998.0,1,2,576,3,3,2,0,0,0,0,0,0,3,1,0,0,7,2006,2,0,148000,11.904967552746252
377,378,60,3,11143,1,2,3,3,0,3,1,12,7,6,1,3,8,5,2004,2005,0,5,10,0,3,0.0,3,2,0,1,3,3,5,0,5,0,1580,1580,3,4,1,4,1580,886,0,2466,0,0,3,0,4,1,3,8,5,1,1,0,2004.0,0,2,610,3,3,2,159,214,0,0,0,0,3,1,0,0,12,2007,2,0,340000,12.736700896592344
378,379,20,4,11394,1,2,1,3,0,3,1,1,7,6,1,6,9,2,2010,2010,2,5,12,12,2,350.0,3,2,0,4,3,4,6,1445,5,0,411,1856,3,4,1,4,1856,0,0,1856,1,0,1,1,1,1,2,8,5,1,5,0,2010.0,3,3,834,3,3,2,113,0,0,0,0,0,3,1,0,0,6,2010,5,2,394432,12.885202034321916
379,380,60,4,8123,1,2,3,3,0,0,1,19,6,6,1,3,6,5,2000,2000,0,5,12,12,0,16.0,0,2,0,1,3,3,5,0,5,0,982,982,3,4,1,4,1007,793,0,1800,0,0,2,1,3,1,0,7,5,1,3,0,2000.0,3,2,463,3,3,2,100,63,0,0,0,0,3,1,0,0,6,2009,2,0,179000,12.095141084822892
380,381,50,4,5000,1,1,1,3,0,0,1,5,7,6,1,4,5,6,1924,1950,0,5,8,5,3,0.0,0,2,3,3,3,3,4,218,5,0,808,1026,3,2,1,4,1026,665,0,1691,0,0,2,0,3,1,3,6,5,1,1,6,1924.0,1,1,308,3,3,2,0,0,242,0,0,0,3,1,0,0,5,2010,2,0,127000,11.751942365440728
381,382,20,3,7200,1,1,1,3,0,0,1,12,7,6,1,6,7,5,2006,2006,0,5,12,12,3,0.0,3,2,0,1,1,3,5,0,5,0,1293,1293,3,4,1,4,1301,0,0,1301,1,0,2,0,2,1,3,5,5,1,1,0,2006.0,0,2,572,3,3,2,216,121,0,0,0,0,3,1,0,0,8,2006,5,2,187750,12.142866569626381
382,383,60,4,9245,1,2,3,3,0,0,1,23,7,6,1,3,7,5,2006,2006,0,5,12,12,3,0.0,3,2,0,1,3,4,5,0,5,0,939,939,3,4,1,4,939,858,0,1797,0,0,2,1,3,1,3,8,5,0,2,0,2006.0,0,2,639,3,3,2,144,53,0,0,0,0,3,1,0,0,4,2007,2,0,213500,12.271392111650817
383,384,45,0,9000,1,2,1,3,0,3,1,2,7,6,1,5,6,3,1928,1950,0,5,5,5,3,0.0,0,2,3,0,0,3,5,0,5,0,784,784,3,2,0,3,784,0,0,784,0,0,1,0,2,1,0,5,5,0,2,6,1950.0,1,2,360,0,0,0,0,0,91,0,0,0,3,1,0,0,10,2009,2,0,76000,11.238488619268468
384,385,60,4,53107,1,2,2,1,0,3,2,10,3,6,1,3,6,5,1992,1992,0,5,2,2,3,0.0,3,2,0,1,3,4,6,985,5,0,595,1580,3,4,1,4,1079,874,0,1953,1,0,2,1,3,1,3,9,5,2,0,0,1992.0,3,2,501,3,3,2,216,231,0,0,0,0,3,1,0,0,6,2007,2,0,240000,12.388394202324129
385,386,120,4,3182,1,2,1,3,0,0,1,22,7,6,4,6,8,5,2004,2005,0,5,12,12,0,16.0,3,2,0,1,3,3,6,24,5,0,1232,1256,3,4,1,4,1269,0,0,1269,0,0,2,0,2,1,3,6,5,1,3,0,2004.0,3,2,430,3,3,2,146,20,0,0,144,0,3,1,0,0,4,2010,2,0,192000,12.165250651009918
386,387,50,4,8410,1,2,1,3,0,2,1,14,3,6,1,4,5,3,1910,1996,4,5,5,12,3,0.0,0,0,0,3,3,3,5,0,5,0,658,658,3,2,1,4,658,526,0,1184,0,0,1,0,5,1,0,8,5,0,2,2,1980.0,2,0,0,2,2,0,0,151,0,0,0,0,3,1,0,0,5,2006,2,1,81000,11.302204433654575
387,388,80,4,7200,1,2,1,3,0,0,1,14,7,6,1,7,6,6,1976,1976,2,5,6,6,0,255.0,0,2,2,3,3,4,1,631,5,0,410,1041,3,4,1,4,1125,0,0,1125,1,0,1,0,3,1,0,6,5,1,0,6,1977.0,1,1,352,3,3,2,296,0,0,0,0,0,3,0,0,0,10,2009,2,3,125000,11.736069016284437
388,389,20,4,9382,1,2,3,3,0,4,1,23,7,6,1,6,7,5,1999,2000,0,5,12,12,0,125.0,3,2,0,1,3,3,5,0,5,0,1468,1468,3,4,1,4,1479,0,0,1479,0,0,2,0,3,1,3,6,5,0,2,0,1999.0,0,2,577,3,3,2,120,25,0,0,0,0,3,1,0,0,7,2008,2,0,191000,12.160028707028767
389,390,60,4,12474,1,2,1,3,0,0,1,21,7,6,1,3,10,5,2007,2008,0,5,12,12,2,272.0,2,2,0,4,3,4,6,1280,5,0,402,1682,3,4,1,4,1742,590,0,2332,1,0,2,1,3,1,2,9,5,1,5,4,2008.0,3,3,846,3,3,2,196,134,0,0,0,0,3,1,0,0,8,2008,5,2,426000,12.962194625251508
390,391,50,4,8405,1,0,1,3,0,0,1,14,7,6,1,4,5,8,1900,1950,0,5,6,6,3,0.0,0,2,3,3,1,3,3,241,0,391,229,861,3,4,1,4,961,406,0,1367,1,0,1,0,4,1,0,7,5,0,2,6,1978.0,1,1,384,3,3,2,0,130,112,0,0,0,3,3,0,0,4,2008,2,0,119000,11.686878772093667
391,392,60,4,12209,1,2,3,3,0,4,1,9,7,6,1,3,6,5,2001,2002,0,5,12,12,3,0.0,0,2,0,4,3,3,1,690,5,0,114,804,3,4,1,4,804,1157,0,1961,1,0,2,1,3,1,3,7,5,1,3,4,2001.0,3,2,560,3,3,2,125,192,0,0,0,0,3,1,0,0,6,2009,2,0,215000,12.2783933071098
392,393,20,4,8339,1,2,3,3,0,0,1,0,7,6,1,6,5,7,1959,1959,0,5,6,6,3,0.0,0,2,4,2,2,2,2,0,2,0,0,0,3,2,1,4,882,0,0,882,0,0,1,0,3,1,0,5,5,0,2,0,1959.0,0,1,294,3,3,2,0,0,0,0,0,0,3,3,2,1200,7,2007,2,0,106500,11.575900264131617
393,394,30,4,7446,1,2,1,3,0,3,1,8,3,6,1,6,4,5,1941,1950,0,5,11,11,3,0.0,0,2,2,3,3,3,3,266,5,0,522,788,3,2,1,3,788,0,0,788,0,0,1,0,2,1,0,4,5,2,3,2,1980.0,2,0,0,2,2,2,0,0,0,0,0,0,3,0,0,0,4,2006,2,3,100000,11.512925464970229
394,395,50,4,10134,1,2,1,3,0,0,1,17,7,6,1,4,5,6,1940,1950,0,5,6,6,3,0.0,0,2,2,3,3,3,5,0,5,0,735,735,3,1,1,3,735,299,0,1034,0,0,1,0,2,1,0,5,5,0,2,6,1940.0,1,1,240,3,3,2,0,39,0,0,0,0,3,1,0,0,7,2007,2,0,109000,11.59910316121128
395,396,20,4,9571,1,2,1,3,0,0,1,14,7,6,1,6,5,6,1956,1956,0,5,5,5,3,0.0,0,2,2,3,3,4,0,739,5,0,405,1144,3,2,1,4,1144,0,0,1144,1,0,1,0,3,1,0,6,5,0,2,0,1956.0,1,1,596,3,3,2,44,0,0,0,0,0,3,1,0,0,6,2010,2,0,129000,11.76756768334381
396,397,20,4,7200,1,2,1,1,0,0,1,23,7,6,1,6,5,5,1972,1972,2,5,6,6,3,0.0,0,2,2,3,3,4,3,777,5,0,117,894,3,2,1,4,894,0,0,894,0,0,1,0,2,1,0,6,5,0,2,6,1985.0,0,2,600,3,3,2,215,0,0,0,0,0,3,1,0,0,9,2009,2,0,123000,11.719939634354555
397,398,60,4,7590,1,2,1,3,0,0,1,0,8,6,1,3,5,5,1962,1962,0,5,12,12,0,288.0,0,2,2,3,3,3,1,540,5,0,324,864,3,2,1,4,876,936,0,1812,0,0,2,0,4,1,0,8,5,1,3,0,1962.0,0,1,264,3,3,2,0,168,0,0,0,0,3,1,0,0,7,2007,2,0,169500,12.040608205802641
398,399,30,1,8967,1,2,1,3,0,3,1,20,7,6,1,6,5,2,1920,1950,0,5,6,6,3,0.0,0,0,3,0,4,3,5,0,5,0,961,961,3,1,1,1,1077,0,0,1077,0,0,1,0,2,1,0,6,2,0,2,6,1920.0,1,1,338,4,4,0,0,0,0,0,0,0,3,1,0,0,11,2007,2,3,67000,11.112447898373103
399,400,60,3,8125,1,2,1,3,0,0,1,12,7,6,1,3,7,5,2006,2007,0,5,10,0,2,100.0,3,2,0,1,3,3,6,812,5,0,280,1092,3,4,1,4,1112,438,0,1550,1,0,2,0,2,1,3,7,5,0,2,0,2007.0,3,2,438,3,3,2,0,168,0,0,0,0,3,1,0,0,10,2009,2,0,241000,12.392552212472792
400,401,120,4,14963,1,2,2,3,0,0,1,4,7,6,4,6,8,5,1996,1996,0,5,8,9,3,0.0,3,2,0,1,3,3,6,786,5,0,474,1260,3,4,1,4,1288,0,0,1288,1,0,1,1,1,1,2,4,5,2,1,0,1996.0,3,2,500,3,3,2,120,30,0,0,224,0,3,1,0,0,12,2008,2,0,245500,12.411052226216713
401,402,20,4,8767,1,2,3,3,0,0,1,23,7,6,1,6,7,5,2005,2005,0,5,12,12,3,0.0,3,2,0,1,3,4,6,24,5,0,1286,1310,3,4,1,4,1310,0,0,1310,0,0,2,0,3,1,3,6,5,1,1,0,2005.0,3,2,400,3,3,2,0,0,0,0,0,0,3,1,0,0,7,2006,5,2,164990,12.01364014498549
402,403,30,4,10200,1,2,1,3,0,0,1,24,7,6,1,6,5,8,1940,1997,0,5,5,5,3,0.0,0,2,0,3,3,3,5,0,5,0,672,672,3,4,1,4,672,0,0,672,0,0,1,0,2,1,0,4,5,0,2,6,1940.0,1,1,240,3,3,0,168,0,0,0,0,0,3,4,0,0,8,2008,2,0,108000,11.589886506106357
403,404,60,4,12090,1,2,1,3,0,3,1,16,7,6,1,3,8,5,1998,1998,2,5,12,12,0,650.0,3,2,0,1,3,3,5,0,5,0,1141,1141,3,1,1,4,1165,1098,0,2263,0,0,2,1,4,1,3,10,5,1,3,4,1998.0,3,2,420,3,3,2,144,123,0,0,0,0,3,1,0,0,7,2006,2,3,258000,12.460714863903755
404,405,60,4,10364,1,2,3,3,0,0,1,19,7,6,1,3,6,5,1995,1996,0,5,6,6,3,0.0,0,2,0,1,3,3,5,0,5,0,806,806,3,1,1,4,806,766,0,1572,0,0,2,1,3,1,0,7,5,1,3,4,1995.0,3,2,373,3,3,2,0,40,0,0,0,0,3,1,0,0,5,2007,2,0,168000,12.031719258385396
405,406,20,4,9991,1,2,3,3,0,3,1,24,3,6,1,6,4,4,1976,1993,0,5,14,15,3,0.0,0,2,2,3,3,3,0,1116,5,0,165,1281,3,4,1,4,1620,0,0,1620,1,0,2,0,3,1,0,8,1,1,3,0,1993.0,1,2,490,3,3,2,120,78,0,0,0,0,3,0,0,0,6,2009,2,0,150000,11.918390573078392
406,407,50,4,10480,1,2,1,3,0,0,1,5,7,6,1,4,6,5,1936,1950,0,5,6,6,3,0.0,0,2,3,3,3,3,5,0,5,0,1064,1064,3,4,1,3,1166,0,473,1639,0,0,1,0,3,1,0,6,2,0,2,6,1936.0,1,1,240,3,3,2,0,0,0,0,0,0,3,1,0,0,3,2008,2,0,115000,11.652687407345388
407,408,70,4,15576,1,2,1,3,0,0,1,7,7,6,1,3,6,7,1915,1976,0,5,5,15,3,0.0,0,2,3,1,3,3,5,0,5,0,840,840,3,4,1,4,840,840,0,1680,0,0,2,0,4,1,0,8,5,0,2,0,1960.0,1,1,308,3,3,2,0,0,160,0,0,0,3,1,0,0,3,2008,2,0,177000,12.083905011555967
408,409,60,4,14154,1,2,1,3,0,3,1,21,7,6,1,3,7,5,2006,2006,0,5,12,12,0,350.0,3,2,0,4,1,3,5,0,5,0,1063,1063,3,4,1,4,1071,1101,0,2172,0,0,2,1,3,1,3,9,5,1,1,0,2006.0,0,3,947,3,3,2,192,62,0,0,0,0,3,1,0,0,8,2007,5,2,280000,12.542544882151386
409,410,60,3,10800,1,2,1,3,0,0,1,12,7,6,1,3,8,5,2007,2008,0,5,12,12,2,100.0,3,2,0,4,3,3,6,789,5,0,245,1034,3,4,1,4,1050,1028,0,2078,1,0,2,1,3,1,2,8,5,1,1,0,2008.0,3,3,836,3,3,2,0,102,0,0,0,0,3,1,0,0,4,2008,5,2,339750,12.73596533201339
410,411,20,4,9571,1,2,1,3,0,0,1,14,7,6,1,6,5,3,1958,1958,0,5,1,13,3,0.0,0,0,2,3,0,3,5,0,5,0,1276,1276,3,2,1,3,1276,0,0,1276,0,0,1,0,3,1,0,5,6,0,2,0,1958.0,1,1,350,3,3,2,0,0,0,0,0,0,3,1,0,0,6,2009,7,3,60000,11.002099841204238
411,412,190,4,34650,1,2,1,2,0,0,1,19,7,6,0,6,5,5,1955,1955,2,5,5,5,3,0.0,0,2,2,3,3,0,3,1056,5,0,0,1056,3,2,0,4,1056,0,0,1056,1,0,1,0,3,1,0,5,5,0,2,0,1955.0,3,2,572,3,3,2,264,0,0,0,0,0,3,1,0,0,1,2006,2,0,145000,11.884489021402711
412,413,20,3,4403,1,2,2,3,0,0,1,12,7,6,1,6,7,5,2009,2009,0,5,6,6,2,432.0,2,2,0,4,3,4,6,578,5,0,892,1470,3,4,1,4,1478,0,0,1478,1,0,2,1,2,1,3,7,5,1,1,0,2009.0,3,2,484,3,3,2,0,144,0,0,0,0,3,1,0,0,6,2010,5,2,222000,12.310432660854417
413,414,30,1,8960,1,0,1,3,0,0,1,17,2,6,1,6,5,6,1927,1950,0,5,11,11,3,0.0,0,2,2,3,3,3,5,0,5,0,1008,1008,3,1,1,3,1028,0,0,1028,0,0,1,0,2,1,0,5,5,1,1,6,1927.0,1,2,360,3,3,2,0,0,130,0,0,0,3,1,0,0,3,2010,2,0,115000,11.652687407345388
414,415,60,4,11228,1,2,2,3,0,4,1,2,7,6,1,3,7,5,1993,1993,0,5,12,12,3,0.0,3,2,0,1,3,3,0,50,6,531,499,1080,3,4,1,4,1080,1017,0,2097,0,1,2,1,3,1,3,9,5,1,3,0,1993.0,1,3,678,3,3,2,196,187,0,0,0,0,3,1,0,0,12,2008,2,0,228000,12.337100907936577
415,416,20,4,8899,1,2,3,3,0,0,1,19,7,6,1,6,7,5,2007,2007,0,5,12,12,3,0.0,3,2,0,1,3,4,6,24,5,0,1316,1340,3,4,1,4,1340,0,0,1340,0,0,2,0,3,1,3,6,5,0,2,0,2007.0,3,2,396,3,3,2,100,30,0,0,0,0,3,1,0,0,8,2007,5,2,181134,12.106992367829498
416,417,60,4,7844,1,2,1,3,0,0,1,24,7,6,1,3,6,7,1978,1978,2,5,2,2,0,203.0,0,2,2,3,3,3,1,209,5,0,463,672,3,2,1,4,672,728,0,1400,0,0,1,1,3,1,0,6,5,1,3,0,1978.0,3,2,440,3,3,2,0,0,0,0,0,0,3,1,0,0,3,2006,2,0,149500,11.915051671812877
417,418,70,4,22420,1,2,3,3,0,0,1,7,3,6,1,3,6,6,1918,1950,2,5,5,1,3,0.0,0,2,3,1,3,3,0,1128,5,0,242,1370,5,2,0,3,1370,1254,0,2624,1,0,2,1,4,1,0,10,5,1,1,6,1918.0,1,3,864,3,3,0,0,0,0,0,0,0,3,1,0,0,11,2007,2,0,239000,12.384218830913648
418,419,50,4,8160,1,2,1,3,0,0,1,14,7,6,1,4,5,6,1940,1950,0,5,6,6,3,0.0,0,2,3,3,3,3,1,312,5,0,444,756,3,0,0,0,756,378,0,1134,1,0,1,1,3,1,0,7,5,0,2,6,1940.0,1,1,240,3,3,1,0,0,0,0,0,0,3,1,0,0,4,2007,2,1,126000,11.744037185933616
419,420,20,4,8450,1,2,1,3,0,0,1,0,7,6,1,6,5,6,1968,1968,0,5,12,12,3,0.0,0,2,2,3,3,3,0,775,5,0,281,1056,3,4,1,4,1056,0,0,1056,1,0,1,0,3,1,0,6,5,1,0,0,1968.0,1,1,304,3,3,2,0,85,184,0,0,0,3,1,0,0,7,2010,2,0,142000,11.863582336583399
420,421,90,1,7060,1,2,1,3,0,0,1,9,7,6,3,0,7,5,1997,1998,0,5,12,12,0,200.0,0,1,0,1,1,1,6,1309,5,0,35,1344,3,4,1,4,1344,0,0,1344,2,0,2,0,2,2,0,8,5,0,2,0,1997.0,3,4,784,3,3,2,0,0,0,0,0,0,3,1,0,0,11,2008,2,4,206300,12.237086699059343
421,422,20,4,16635,1,2,3,3,0,2,1,18,7,6,1,6,6,7,1977,2000,0,5,10,0,2,126.0,3,2,2,1,3,3,1,1246,5,0,356,1602,3,1,1,4,1602,0,0,1602,0,1,2,0,3,1,3,8,5,1,3,0,1977.0,3,2,529,3,3,2,240,0,0,0,0,0,3,1,0,0,6,2009,2,0,215000,12.2783933071098
422,423,20,4,21750,1,2,1,0,0,0,2,9,2,6,1,6,5,5,1954,1954,2,5,2,2,3,0.0,0,2,2,3,3,3,5,0,5,0,988,988,3,4,1,3,988,0,0,988,0,0,1,0,2,1,0,4,5,0,2,0,1954.0,0,2,520,3,3,0,0,0,0,0,0,0,3,1,0,0,2,2008,2,0,113000,11.635143097694478
423,424,60,4,9200,1,2,1,3,0,0,1,16,7,6,1,3,8,5,1998,1998,0,5,12,12,0,473.0,3,2,0,1,3,3,6,986,5,0,484,1470,3,1,1,4,1470,1160,0,2630,1,0,2,1,4,1,3,8,5,1,3,0,1998.0,3,3,696,3,3,2,0,66,0,0,0,0,3,1,0,0,6,2008,2,0,315000,12.66032791780777
424,425,20,4,9000,1,2,1,3,0,0,1,0,7,6,1,6,6,5,1956,1956,0,5,5,5,0,74.0,0,2,2,1,3,3,4,616,5,0,580,1196,3,1,1,3,1196,0,0,1196,1,0,1,0,2,1,0,6,5,1,1,0,1956.0,0,1,297,3,3,2,0,44,0,0,0,0,3,1,0,0,5,2008,2,0,139000,11.842229212112828
